"Player","Minutes","Apps","Starts","Subbed_On","Subbed.off","Goals","Yellows","Second_Yellows","Reds","Club","Season"
"Molla Wague",0,0,0,0,0,0,0,0,0,"leicester-city",2016
"Marc Albrighton",2767,38,34,4,22,2,4,0,0,"leicester-city",2015
"Wes Morgan",3420,38,38,0,0,2,3,0,0,"leicester-city",2015
"Kasper Schmeichel",3420,38,38,0,0,0,2,0,0,"leicester-city",2015
"N Golo Kante",3020,37,33,4,2,1,3,0,0,"leicester-city",2015
"Riyad Mahrez",3053,37,36,1,24,17,1,0,0,"leicester-city",2015
"Shinji Okazaki",2074,36,28,8,25,5,1,0,0,"leicester-city",2015
"Jamie Vardy",3139,36,36,0,7,24,5,1,0,"leicester-city",2015
"Danny Drinkwater",3038,35,35,0,6,3,3,1,0,"leicester-city",2015
"Robert Huth",3150,35,35,0,0,3,8,0,0,"leicester-city",2015
"Christian Fuchs",2710,32,30,2,1,0,4,0,0,"leicester-city",2015
"Danny Simpson",2613,30,30,0,3,0,3,1,0,"leicester-city",2015
"Leonardo Ulloa",968,29,7,22,5,6,0,0,0,"leicester-city",2015
"Andy King",1050,25,9,16,1,2,2,0,0,"leicester-city",2015
"Jeffrey Schlupp",1385,24,14,10,5,1,4,0,0,"leicester-city",2015
"Ritchie De Laet",655,12,7,5,3,1,1,0,0,"leicester-city",2015
"Nathan Dyer",213,12,0,12,0,1,1,0,0,"leicester-city",2015
"Demarai Gray",178,12,1,11,1,0,0,0,0,"leicester-city",2015
"Daniel Amartey",102,5,1,4,1,0,0,0,0,"leicester-city",2015
"Gokhan Inler",195,5,3,2,3,0,0,0,0,"leicester-city",2015
"Yohan Benalouane",65,4,0,4,0,0,1,0,0,"leicester-city",2015
"Marcin Wasilewski",302,4,3,1,0,0,2,0,0,"leicester-city",2015
"Andrej Kramaric",22,2,0,2,0,0,0,0,0,"leicester-city",2015
"Joseph Dodoo",19,1,0,1,0,0,0,0,0,"leicester-city",2015
"Ben Chilwell",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Dean Hammond",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Jonny Maddison",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Mark Schwarzer",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Michael Cain",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Ben Hamer",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Matty James",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Liam Moore",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Andre Olukanmi",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Ryan Watson",0,0,0,0,0,0,0,0,0,"leicester-city",2015
"Wes Morgan",3287,37,37,0,2,2,1,0,1,"leicester-city",2014
"Leonardo Ulloa",2407,37,29,8,18,11,3,0,0,"leicester-city",2014
"Jamie Vardy",2247,34,26,8,13,5,5,0,0,"leicester-city",2014
"Jeffrey Schlupp",2538,32,30,2,10,3,4,0,0,"leicester-city",2014
"Esteban Cambiasso",2423,31,27,4,10,5,1,0,0,"leicester-city",2014
"Riyad Mahrez",2084,30,25,5,10,4,0,0,0,"leicester-city",2014
"David Nugent",1705,29,16,13,5,5,3,0,0,"leicester-city",2014
"Matty James",1891,27,20,7,2,0,2,0,1,"leicester-city",2014
"Ritchie De Laet",1885,26,20,6,5,0,3,0,0,"leicester-city",2014
"Paul Konchesky",2249,26,26,0,4,1,3,1,1,"leicester-city",2014
"Marcin Wasilewski",1991,25,22,3,3,1,6,0,0,"leicester-city",2014
"Andy King",1373,24,16,8,4,2,1,0,0,"leicester-city",2014
"Kasper Schmeichel",2160,24,24,0,0,0,0,0,0,"leicester-city",2014
"Danny Drinkwater",1488,23,16,7,6,0,1,0,0,"leicester-city",2014
"Marc Albrighton",1026,18,10,8,3,2,3,0,0,"leicester-city",2014
"Robert Huth",1180,14,14,0,2,1,2,0,0,"leicester-city",2014
"Danny Simpson",1185,14,13,1,1,0,4,0,0,"leicester-city",2014
"Andrej Kramaric",574,13,6,7,4,2,0,0,0,"leicester-city",2014
"Dean Hammond",780,12,9,3,6,0,3,0,0,"leicester-city",2014
"Liam Moore",936,11,10,1,0,0,4,0,0,"leicester-city",2014
"Anthony Knockaert",331,9,3,6,1,0,0,0,0,"leicester-city",2014
"Ben Hamer",720,8,8,0,0,0,0,0,0,"leicester-city",2014
"Chris Wood",108,7,0,7,0,1,0,0,0,"leicester-city",2014
"Mark Schwarzer",540,6,6,0,0,0,0,0,0,"leicester-city",2014
"Matthew Upson",375,5,5,0,2,0,0,0,0,"leicester-city",2014
"Tom Lawrence",51,3,0,3,0,0,0,0,0,"leicester-city",2014
"Nick Powell",40,3,0,3,0,0,0,0,0,"leicester-city",2014
"Gary Taylor-Fletcher",17,1,0,1,0,0,0,0,0,"leicester-city",2014
"Tom Hopper",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Adam Smith",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Jack Barmby",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Adam Dawson",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Conrad Logan",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"James Pearson",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Ryan Watson",0,0,0,0,0,0,0,0,0,"leicester-city",2014
"Illan Meslier",3385,38,38,0,1,0,2,0,0,"leeds-united",2021
"Jack Harrison",2650,35,32,3,12,8,3,0,0,"leeds-united",2021
"Raphinha",2924,35,34,1,8,11,7,0,0,"leeds-united",2021
"Stuart Dallas",2921,34,34,0,3,1,5,0,0,"leeds-united",2021
"Dan James",2374,32,29,3,10,4,7,0,1,"leeds-united",2021
"Mateusz Klich",1994,32,25,7,19,1,5,0,0,"leeds-united",2021
"Rodrigo",2274,31,27,4,11,6,9,0,0,"leeds-united",2021
"Pascal Struijk",2053,29,22,7,2,1,6,0,1,"leeds-united",2021
"Llorente",2344,28,28,0,4,3,7,0,0,"leeds-united",2021
"Luke Ayling",2275,26,26,0,2,2,4,0,1,"leeds-united",2021
"Junior Firpo",1717,24,19,5,8,0,11,0,0,"leeds-united",2021
"Tyler Roberts",977,23,7,16,3,1,5,0,0,"leeds-united",2021
"Liam Cooper",1905,22,22,0,1,0,5,0,0,"leeds-united",2021
"Adam Forshaw",1529,22,17,5,4,0,5,0,0,"leeds-united",2021
"Joe Gelhardt",736,20,5,15,3,2,4,0,0,"leeds-united",2021
"Robin Koch",1574,20,17,3,2,0,3,0,0,"leeds-united",2021
"Kalvin Phillips",1596,20,18,2,2,0,4,0,0,"leeds-united",2021
"Jamie Shackleton",706,14,7,7,4,0,4,0,0,"leeds-united",2021
"Patrick Bamford",560,9,7,2,3,2,2,0,0,"leeds-united",2021
"Sam Greenwood",232,7,1,6,1,0,0,0,0,"leeds-united",2021
"Crysencio Summerville",126,6,0,6,1,0,0,0,0,"leeds-united",2021
"Charlie Cresswell",141,5,1,4,0,0,1,0,0,"leeds-united",2021
"Lewis Bate",147,3,1,2,2,0,0,0,0,"leeds-united",2021
"Cody Drameh",126,3,1,2,0,0,1,0,0,"leeds-united",2021
"Leo Hjelde",148,2,0,2,0,0,0,0,0,"leeds-united",2021
"Helder Costa",21,1,0,1,0,0,0,0,0,"leeds-united",2021
"Kristoffer Klaesson",35,1,0,1,0,0,0,0,0,"leeds-united",2021
"Liam McCarron",9,1,0,1,0,0,0,0,0,"leeds-united",2021
"Stuart McKinstry",3,1,0,1,0,0,0,0,0,"leeds-united",2021
"Archie Gray",0,0,0,0,0,0,0,0,0,"leeds-united",2021
"Jack Jenkins",0,0,0,0,0,0,0,0,0,"leeds-united",2021
"Nohan Kenneh",0,0,0,0,0,0,1,0,0,"leeds-united",2021
"Kris Moore",0,0,0,0,0,0,0,0,0,"leeds-united",2021
"Brenden Aaronson",2384,36,28,8,20,1,2,0,0,"leeds-united",2022
"Jack Harrison",2728,36,34,2,23,5,2,0,0,"leeds-united",2022
"Robin Koch",3178,36,36,0,3,0,7,0,0,"leeds-united",2022
"Illan Meslier",3060,34,34,0,0,0,3,0,0,"leeds-united",2022
"Marc Roca",2331,32,29,3,17,1,7,0,0,"leeds-united",2022
"Rodrigo",1944,31,23,8,16,13,6,0,0,"leeds-united",2022
"Luke Ayling",2049,29,22,7,1,2,3,0,0,"leeds-united",2022
"Pascal Struijk",2203,29,26,3,6,2,5,0,0,"leeds-united",2022
"Patrick Bamford",1521,28,18,10,16,4,3,0,0,"leeds-united",2022
"Crysencio Summerville",1413,28,12,16,5,4,4,0,0,"leeds-united",2022
"Rasmus Kristensen",1961,26,21,5,4,3,4,0,0,"leeds-united",2022
"Tyler Adams",2157,24,24,0,0,0,4,1,0,"leeds-united",2022
"Wilfried Gnonto",1350,24,14,10,7,2,7,0,0,"leeds-united",2022
"Junior Firpo",1367,19,14,5,3,1,6,0,1,"leeds-united",2022
"Weston McKennie",1440,19,16,3,7,0,7,0,0,"leeds-united",2022
"Luis Sinisterra",876,19,13,6,12,5,1,1,0,"leeds-united",2022
"Liam Cooper",1427,18,16,2,2,1,5,0,0,"leeds-united",2022
"Sam Greenwood",412,18,3,15,2,1,1,0,0,"leeds-united",2022
"Max Wober",1266,16,14,2,2,0,3,0,0,"leeds-united",2022
"Joe Gelhardt",202,15,1,14,2,0,1,0,0,"leeds-united",2022
"Mateusz Klich",266,14,0,14,0,0,2,0,0,"leeds-united",2022
"Adam Forshaw",477,12,5,7,4,0,0,0,0,"leeds-united",2022
"Georginio Rutter",264,11,1,10,1,0,0,0,0,"leeds-united",2022
"Llorente",648,8,7,1,0,0,1,0,0,"leeds-united",2022
"Dan James",199,4,2,2,3,0,0,0,0,"leeds-united",2022
"Joel",360,4,4,0,0,0,1,0,0,"leeds-united",2022
"Mateo Fernandez",24,3,0,3,0,0,0,0,0,"leeds-united",2022
"Cody Drameh",70,1,1,0,1,0,0,0,0,"leeds-united",2022
"Darko Gyabi",7,1,0,1,0,0,0,0,0,"leeds-united",2022
"Jeremiah Chilokoa-Mullen",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Diogo Monteiro",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Archie Gray",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Leo Hjelde",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Kristoffer Klaesson",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Sonny Perkins",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Charlie Allen",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Stuart Dallas",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"James Debayo",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Amari Miller",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Kris Moore",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Joe Snowdon",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Dani van den Heuvel",0,0,0,0,0,0,0,0,0,"leeds-united",2022
"Luke Ayling",3400,38,38,0,1,0,7,0,0,"leeds-united",2020
"Patrick Bamford",3061,38,37,1,13,17,3,0,0,"leeds-united",2020
"Stuart Dallas",3410,38,38,0,2,8,7,0,0,"leeds-united",2020
"Ezgjan Alioski",2466,36,29,7,10,2,7,0,0,"leeds-united",2020
"Jack Harrison",2858,36,34,2,12,8,2,0,0,"leeds-united",2020
"Mateusz Klich",2398,35,28,7,13,4,6,0,0,"leeds-united",2020
"Illan Meslier",3150,35,35,0,0,0,0,0,0,"leeds-united",2020
"Raphinha",2363,30,26,4,7,6,3,0,0,"leeds-united",2020
"Kalvin Phillips",2431,29,28,1,3,1,10,0,0,"leeds-united",2020
"Tyler Roberts",1339,27,14,13,11,1,3,0,0,"leeds-united",2020
"Pascal Struijk",2077,27,22,5,4,1,3,0,0,"leeds-united",2020
"Rodrigo",1289,26,14,12,12,7,3,0,0,"leeds-united",2020
"Liam Cooper",2187,25,25,0,1,1,4,0,1,"leeds-united",2020
"Helder Costa",1158,22,13,9,8,3,0,0,0,"leeds-united",2020
"Robin Koch",1131,17,13,4,1,0,1,0,0,"leeds-united",2020
"Pablo Hernandez",417,16,3,13,3,0,1,0,0,"leeds-united",2020
"Llorente",1206,15,14,1,3,1,1,0,0,"leeds-united",2020
"Ian Poveda",344,14,0,14,0,0,0,0,0,"leeds-united",2020
"Jamie Shackleton",456,13,3,10,2,0,0,0,0,"leeds-united",2020
"Kiko Casilla",270,3,3,0,0,0,0,0,0,"leeds-united",2020
"Gaetano Berardi",114,2,1,1,1,0,0,0,0,"leeds-united",2020
"Leif Davis",31,2,0,2,0,0,0,0,0,"leeds-united",2020
"Niall Huggins",37,1,0,1,0,0,0,0,0,"leeds-united",2020
"Mateusz Bogusz",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Elia Caprile",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Oliver Casey",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Charlie Cresswell",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Cody Drameh",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Joe Gelhardt",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Sam Greenwood",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Jack Jenkins",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Crysencio Summerville",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Ouasim Bouy",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Adam Forshaw",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Liam McCarron",0,0,0,0,0,0,0,0,0,"leeds-united",2020
"Ahmed Elmohamady",3330,38,38,0,5,2,3,0,0,"hull-city",2013
"Curtis Davies",3326,37,37,0,1,2,6,0,0,"hull-city",2013
"Tom Huddlestone",3146,36,35,1,2,2,4,1,0,"hull-city",2013
"Jake Livermore",3055,36,34,2,2,3,6,0,0,"hull-city",2013
"Maynor Figueroa",2715,32,31,1,6,0,6,0,0,"hull-city",2013
"David Meyler",2137,30,27,3,12,2,8,0,0,"hull-city",2013
"Liam Rosenior",1990,30,22,8,7,1,5,0,0,"hull-city",2013
"George Boyd",1199,29,9,20,5,2,2,0,0,"hull-city",2013
"Yannick Sagbo",1502,28,16,12,7,2,2,0,1,"hull-city",2013
"Allan McGregor",2230,26,26,0,1,0,0,0,2,"hull-city",2013
"James Chester",1869,24,22,2,3,1,0,0,0,"hull-city",2013
"Robert Koren",1135,22,10,12,6,2,1,0,0,"hull-city",2013
"Alex Bruce",1591,20,19,1,6,0,2,0,0,"hull-city",2013
"Danny Graham",1001,18,12,6,8,1,1,0,0,"hull-city",2013
"Sone Aluko",937,17,10,7,8,1,1,0,0,"hull-city",2013
"Robbie Brady",892,16,11,5,8,3,2,0,0,"hull-city",2013
"Nikica Jelavic",1316,16,16,0,10,5,3,0,0,"hull-city",2013
"Shane Long",1208,15,15,0,6,4,0,0,0,"hull-city",2013
"Stephen Quinn",505,15,4,11,2,0,0,0,0,"hull-city",2013
"Steve Harper",1100,13,11,2,0,0,1,0,0,"hull-city",2013
"Paul McShane",685,10,9,1,3,0,0,0,0,"hull-city",2013
"Matty Fryatt",216,9,0,9,0,2,0,0,0,"hull-city",2013
"Abdoulaye Faye",270,3,3,0,0,0,0,0,0,"hull-city",2013
"Gedo",28,2,0,2,0,0,0,0,0,"hull-city",2013
"Nick Proschwitz",23,2,0,2,0,0,0,0,0,"hull-city",2013
"Eldin Jakupovic",90,1,1,0,0,0,0,0,0,"hull-city",2013
"Aaron McLean",6,1,0,1,0,0,0,0,0,"hull-city",2013
"Will Aimson",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Joe Cracknell",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Joe Dudgeon",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Matthew Fletcher",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Calaum Jahraldo-Martin",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Cameron Stewart",0,0,0,0,0,0,0,0,0,"hull-city",2013
"Ahmed Elmohamady",3419,38,38,0,1,2,4,0,0,"hull-city",2014
"Jake Livermore",3032,35,35,0,5,1,10,0,0,"hull-city",2014
"Tom Huddlestone",2545,31,30,1,5,0,5,1,1,"hull-city",2014
"Michael Dawson",2434,28,28,0,2,1,7,0,0,"hull-city",2014
"David Meyler",1728,28,19,9,7,1,7,0,1,"hull-city",2014
"Stephen Quinn",1637,28,17,11,8,1,3,0,1,"hull-city",2014
"Robbie Brady",1756,27,17,10,6,0,2,0,0,"hull-city",2014
"Nikica Jelavic",1811,26,21,5,9,8,3,0,0,"hull-city",2014
"Allan McGregor",2340,26,26,0,0,0,0,0,0,"hull-city",2014
"Sone Aluko",1242,25,13,12,12,1,2,0,0,"hull-city",2014
"Abel Hernandez",1312,25,15,10,9,4,2,0,0,"hull-city",2014
"Andy Robertson",1525,24,17,7,7,0,7,0,0,"hull-city",2014
"James Chester",1876,23,23,0,4,2,5,0,1,"hull-city",2014
"Alex Bruce",1451,22,17,5,5,0,3,0,0,"hull-city",2014
"Gaston Ramirez",986,22,11,11,7,1,1,0,1,"hull-city",2014
"Curtis Davies",1816,21,21,0,3,0,2,0,0,"hull-city",2014
"Paul McShane",1696,20,19,1,2,1,2,0,0,"hull-city",2014
"Dame N Doye",1195,15,13,2,3,5,3,0,0,"hull-city",2014
"Liam Rosenior",577,13,5,8,2,0,0,0,0,"hull-city",2014
"Momo Diame",879,12,10,2,4,4,2,0,0,"hull-city",2014
"Steve Harper",853,10,10,0,1,0,0,0,0,"hull-city",2014
"Hatem Ben Arfa",383,8,5,3,4,0,1,0,0,"hull-city",2014
"Tom Ince",300,7,3,4,3,0,0,0,0,"hull-city",2014
"Yannick Sagbo",55,4,0,4,0,0,0,0,0,"hull-city",2014
"Maynor Figueroa",209,3,2,1,1,0,0,0,0,"hull-city",2014
"Eldin Jakupovic",227,3,2,1,0,0,0,0,0,"hull-city",2014
"Harry Maguire",91,3,0,3,0,0,1,0,0,"hull-city",2014
"George Boyd",9,1,0,1,0,0,0,0,0,"hull-city",2014
"Robert Snodgrass",41,1,1,0,1,0,0,0,0,"hull-city",2014
"Rory Watson",0,0,0,0,0,0,0,0,0,"hull-city",2014
"Will Aimson",0,0,0,0,0,0,0,0,0,"hull-city",2014
"Joe Dudgeon",0,0,0,0,0,0,0,0,0,"hull-city",2014
"Calaum Jahraldo-Martin",0,0,0,0,0,0,0,0,0,"hull-city",2014
"Michael Turner",3420,38,38,0,0,4,3,0,0,"hull-city",2008
"Geovanni",2537,34,32,2,19,8,2,0,0,"hull-city",2008
"Kamil Zayatte",2742,32,31,1,3,1,7,0,0,"hull-city",2008
"Ian Ashbee",2694,31,31,0,2,1,10,0,0,"hull-city",2008
"Dean Marney",2393,31,26,5,7,0,5,0,1,"hull-city",2008
"Sam Ricketts",2522,29,27,2,1,0,5,1,0,"hull-city",2008
"Bernard Mendy",1587,28,15,13,5,2,5,0,0,"hull-city",2008
"Boaz Myhill",2520,28,28,0,0,0,1,0,0,"hull-city",2008
"Daniel Cousin",1583,27,18,9,11,4,1,0,0,"hull-city",2008
"Andy Dawson",2041,25,25,0,5,1,7,0,0,"hull-city",2008
"George Boateng",1687,23,21,2,13,0,6,0,0,"hull-city",2008
"Richard Garcia",1162,23,13,10,9,1,2,0,0,"hull-city",2008
"Craig Fagan",1422,22,15,7,5,3,6,0,0,"hull-city",2008
"Nick Barmby",1101,21,13,8,11,1,2,0,0,"hull-city",2008
"Marlon King",1635,20,19,1,7,5,1,0,0,"hull-city",2008
"Peter Halmosi",550,18,4,14,1,0,1,0,0,"hull-city",2008
"Paul McShane",1456,17,17,0,2,1,2,0,0,"hull-city",2008
"Kevin Kilbane",1315,16,15,1,2,0,1,0,0,"hull-city",2008
"Caleb Folan",391,15,2,13,0,1,0,0,1,"hull-city",2008
"Manucho",652,13,6,7,2,2,0,0,0,"hull-city",2008
"Matt Duke",900,10,10,0,0,0,0,0,0,"hull-city",2008
"Anthony Gardner",540,6,6,0,0,0,0,0,0,"hull-city",2008
"Bryan Hughes",128,6,1,5,1,0,0,0,0,"hull-city",2008
"Dean Windass",117,5,1,4,1,0,2,0,0,"hull-city",2008
"Nathan Doyle",213,3,2,1,1,0,0,0,0,"hull-city",2008
"Ryan France",92,2,1,1,1,0,0,0,0,"hull-city",2008
"Stylianos Giannakopoulos",30,2,0,2,0,0,0,0,0,"hull-city",2008
"Wayne Brown",90,1,1,0,0,0,0,0,0,"hull-city",2008
"Jimmy Bullard",37,1,0,1,0,0,0,0,0,"hull-city",2008
"Will Atkinson",0,0,0,0,0,0,0,0,0,"hull-city",2008
"Liam Cooper",0,0,0,0,0,0,0,0,0,"hull-city",2008
"Nicky Featherstone",0,0,0,0,0,0,0,0,0,"hull-city",2008
"Matt Plummer",0,0,0,0,0,0,0,0,0,"hull-city",2008
"Tom Woodhead",0,0,0,0,0,0,0,0,0,"hull-city",2008
"Andy Dawson",3068,35,35,0,3,1,7,0,0,"hull-city",2009
"Jan Vennegoor of Hesselink",1488,31,17,14,14,3,0,0,0,"hull-city",2009
"George Boateng",2230,29,26,3,4,1,3,1,1,"hull-city",2009
"Jozy Altidore",1465,28,16,12,13,1,5,0,1,"hull-city",2009
"Stephen Hunt",2323,27,27,0,6,6,4,0,0,"hull-city",2009
"Paul McShane",2296,27,26,1,4,0,5,0,0,"hull-city",2009
"Boaz Myhill",2430,27,27,0,0,0,2,0,0,"hull-city",2009
"Geovanni",1536,26,16,10,8,3,4,1,0,"hull-city",2009
"Craig Fagan",1828,25,20,5,4,2,6,1,0,"hull-city",2009
"Anthony Gardner",2160,24,24,0,0,0,1,0,0,"hull-city",2009
"Kamil Zayatte",1870,23,21,2,2,2,3,0,0,"hull-city",2009
"Kevin Kilbane",1350,21,15,6,4,1,2,0,0,"hull-city",2009
"Bernard Mendy",1395,21,15,6,3,0,6,0,1,"hull-city",2009
"Steven Mouyokolo",1674,21,19,2,1,1,1,0,0,"hull-city",2009
"Nick Barmby",752,20,6,14,6,0,4,0,0,"hull-city",2009
"Seyi Olofinjana",1133,19,11,8,1,1,3,0,0,"hull-city",2009
"Richard Garcia",1102,18,14,4,10,0,1,0,0,"hull-city",2009
"Dean Marney",1223,16,15,1,7,1,4,0,0,"hull-city",2009
"Jimmy Bullard",1054,14,13,1,4,4,0,0,0,"hull-city",2009
"Kamel Ghilas",583,13,6,7,4,1,0,0,0,"hull-city",2009
"Tom Cairney",899,11,10,1,2,1,1,0,0,"hull-city",2009
"Matt Duke",990,11,11,0,0,0,1,0,0,"hull-city",2009
"Ibrahima Sonko",810,9,9,0,0,0,0,0,0,"hull-city",2009
"Caleb Folan",566,8,7,1,3,2,1,0,0,"hull-city",2009
"Amr Zaki",226,6,2,4,2,0,0,0,0,"hull-city",2009
"Michael Turner",360,4,4,0,0,0,1,0,0,"hull-city",2009
"Daniel Cousin",77,3,1,2,1,0,0,0,0,"hull-city",2009
"Mark Cullen",195,3,2,1,0,1,0,0,0,"hull-city",2009
"Will Atkinson",180,2,2,0,0,1,1,0,0,"hull-city",2009
"Liam Cooper",125,2,1,1,0,0,0,0,0,"hull-city",2009
"Tony Warner",0,0,0,0,0,0,0,0,0,"hull-city",2009
"Ian Ashbee",0,0,0,0,0,0,0,0,0,"hull-city",2009
"Nicky Featherstone",0,0,0,0,0,0,0,0,0,"hull-city",2009
"Bryan Hughes",0,0,0,0,0,0,0,0,0,"hull-city",2009
"Jonas Lossl",3420,38,38,0,0,0,1,0,0,"huddersfield-town",2017
"Zanka",3420,38,38,0,0,0,6,0,0,"huddersfield-town",2017
"Christopher Schindler",3266,37,37,0,1,0,6,1,0,"huddersfield-town",2017
"Aaron Mooy",3071,36,34,2,5,4,5,0,0,"huddersfield-town",2017
"Laurent Depoitre",1808,33,18,15,3,6,1,0,0,"huddersfield-town",2017
"Tom Ince",2453,33,27,6,10,2,0,0,0,"huddersfield-town",2017
"Rajiv van La Parra",2145,33,26,7,15,3,3,0,1,"huddersfield-town",2017
"Jonathan Hogg",2408,30,29,1,11,0,8,1,0,"huddersfield-town",2017
"Steve Mounie",1858,28,21,7,9,7,2,0,0,"huddersfield-town",2017
"Collin Quaner",1273,26,13,13,5,0,4,0,0,"huddersfield-town",2017
"Tommy Smith",1908,24,21,3,6,0,7,0,0,"huddersfield-town",2017
"Florent Hadergjonaj",1673,23,19,4,3,0,3,0,0,"huddersfield-town",2017
"Chris Lowe",1593,23,19,4,9,0,1,0,0,"huddersfield-town",2017
"Scott Malone",1117,22,12,10,6,0,3,0,0,"huddersfield-town",2017
"Daniel Williams",1117,20,11,9,2,0,2,0,0,"huddersfield-town",2017
"Elias Kachunga",1338,19,17,2,11,1,1,0,0,"huddersfield-town",2017
"Philip Billing",761,16,8,8,4,0,3,0,0,"huddersfield-town",2017
"Alex Pritchard",1001,14,12,2,6,1,1,0,0,"huddersfield-town",2017
"Terence Kongolo",1047,13,11,2,0,0,0,0,0,"huddersfield-town",2017
"Joe Lolley",219,6,2,4,2,1,1,0,0,"huddersfield-town",2017
"Abdelhamid Sabiri",219,5,2,3,2,0,1,0,0,"huddersfield-town",2017
"Kasey Palmer",169,4,1,3,1,0,2,0,0,"huddersfield-town",2017
"Dean Whitehead",68,4,0,4,0,0,0,0,0,"huddersfield-town",2017
"Martin Cranie",180,3,2,1,1,0,0,0,0,"huddersfield-town",2017
"Michael Hefele",32,2,0,2,0,0,1,0,0,"huddersfield-town",2017
"Joel Coleman",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Jon Gorenc Stankovic",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Robert Green",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Lewis O Brien",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Sean Scannell",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Ryan Schofield",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Jordan Williams",0,0,0,0,0,0,0,0,0,"huddersfield-town",2017
"Christopher Schindler",3262,37,37,0,1,1,4,1,0,"huddersfield-town",2018
"Terence Kongolo",2721,32,32,0,6,1,4,0,0,"huddersfield-town",2018
"Jonas Lossl",2777,31,30,1,0,0,1,0,0,"huddersfield-town",2018
"Steve Mounie",1776,31,19,12,10,2,1,0,1,"huddersfield-town",2018
"Alex Pritchard",2090,30,26,4,15,2,2,0,0,"huddersfield-town",2018
"Jonathan Hogg",2375,29,29,0,9,0,8,0,1,"huddersfield-town",2018
"Chris Lowe",2057,29,23,6,6,0,2,0,0,"huddersfield-town",2018
"Aaron Mooy",2327,29,25,4,1,3,4,0,0,"huddersfield-town",2018
"Erik Durm",2053,28,21,7,3,0,0,0,0,"huddersfield-town",2018
"Philip Billing",2191,27,25,2,6,2,8,0,0,"huddersfield-town",2018
"Florent Hadergjonaj",1840,24,19,5,3,0,1,0,0,"huddersfield-town",2018
"Zanka",2148,24,24,0,1,3,6,0,0,"huddersfield-town",2018
"Laurent Depoitre",1062,23,10,13,4,0,1,0,0,"huddersfield-town",2018
"Isaac Mbenza",982,22,10,12,7,1,0,0,0,"huddersfield-town",2018
"Juninho Bacuna",1415,21,16,5,7,1,4,0,0,"huddersfield-town",2018
"Elias Kachunga",1181,20,13,7,6,0,2,0,0,"huddersfield-town",2018
"Tommy Smith",1142,15,13,2,1,0,2,0,1,"huddersfield-town",2018
"Karlan Grant",874,13,9,4,1,4,0,0,0,"huddersfield-town",2018
"Adama Diakhaby",553,12,6,6,5,0,1,0,0,"huddersfield-town",2018
"Jon Gorenc Stankovic",720,11,9,2,5,1,2,0,0,"huddersfield-town",2018
"Ben Hamer",553,7,7,0,1,0,0,0,0,"huddersfield-town",2018
